gi|1000108|gb|AAA92500|	 melatonin receptor [Xenopus laevis]
gi|62945919|gb|AAY22202|	 Evi-1 [Xenopus laevis]
gi|62948024|gb|AAH94400|	 MGC84982 protein [Xenopus laevis]
gi|62948068|gb|AAH94264|	 LOC733231 protein [Xenopus laevis]
gi|62948070|gb|AAH94271|	 MGC115198 protein [Xenopus laevis]
gi|62948099|gb|AAH94399|	 MGC84922 protein [Xenopus laevis]
gi|62948110|gb|AAH94259|	 MGC115254 protein [Xenopus laevis]
gi|62948123|gb|AAH94269|	 Unknown (protein for MGC:115166) [Xenopus laevis]
gi|62956031|gb|AAY23360|	 transcription factor Ptf1a/p48 [Xenopus laevis]
gi|63021617|gb|AAY26491|	 cystatin [Xenopus laevis]
gi|63021619|gb|AAY26492|	 SOUL/heme-binding protein [Xenopus laevis]
gi|63021621|gb|AAY26493|	 granulin 2 [Xenopus laevis]
gi|630954|gb|S39600|	 class I histocompatibility antigen - African clawed frog
gi|630955|gb|S39601|	 class I histocompatibility antigen - African clawed frog
gi|630956|gb|S39602|	 class I histocompatibility antigen - African clawed frog
gi|630957|gb|S39603|	 class I histocompatibility antigen - African clawed frog
gi|630958|gb|S39604|	 class I histocompatibility antigen - African clawed frog
gi|630959|gb|S39606|	 class I histocompatibility antigen - African clawed frog
gi|63098713|gb|AAY32591|	 Mad1 [Xenopus laevis]
gi|63098715|gb|AAY32592|	 Mad3 [Xenopus laevis]
gi|63098717|gb|AAY32593|	 Mnt/Rox [Xenopus laevis]
gi|63100232|gb|AAH94440|	 LOC733236 protein [Xenopus laevis]
gi|63100234|gb|AAH95915|	 MGC99048 protein [Xenopus laevis]
gi|63100236|gb|AAH95916|	 MGC99195 protein [Xenopus laevis]
gi|63100238|gb|AAH95917|	 Unknown (protein for MGC:99207) [Xenopus laevis]
gi|63100286|gb|AAH95914|	 Unknown (protein for MGC:98218) [Xenopus laevis]
gi|63100288|gb|AAH95918|	 MGC99260 protein [Xenopus laevis]
gi|63101211|gb|AAH94485|	 MGC114719 protein [Xenopus laevis]
gi|63101213|gb|AAH94474|	 Smc3 protein [Xenopus laevis]
gi|63101215|gb|AAH94477|	 LOC431861 protein [Xenopus laevis]
gi|63101217|gb|AAH94492|	 Ctgf protein [Xenopus laevis]
gi|63101219|gb|AAH94481|	 MGC115064 protein [Xenopus laevis]
gi|63101221|gb|AAH94482|	 LOC734153 protein [Xenopus laevis]
gi|63101223|gb|AAH94483|	 MGC83950 protein [Xenopus laevis]
gi|63101225|gb|AAH94486|	 LOC733237 protein [Xenopus laevis]
gi|63101296|gb|AAH94471|	 MGC115273 protein [Xenopus laevis]
gi|63101298|gb|AAH94490|	 MGC82750 protein [Xenopus laevis]
gi|63101301|gb|AAH94480|	 LOC446971 protein [Xenopus laevis]
gi|63101332|gb|AAH94479|	 LOC734152 protein [Xenopus laevis]
gi|63101472|gb|AAH94472|	 SSH protein [Xenopus laevis]
gi|63101474|gb|AAH94473|	 Smarcd1 protein [Xenopus laevis]
gi|63101478|gb|AAH94484|	 Trim62 protein [Xenopus laevis]
gi|63101480|gb|AAH94488|	 LOC733238 protein [Xenopus laevis]
gi|63101545|gb|AAH94475|	 MGC114736 protein [Xenopus laevis]
gi|63101547|gb|AAH94478|	 MGC115035 protein [Xenopus laevis]
gi|63101549|gb|AAH94495|	 Ffr protein [Xenopus laevis]
gi|63101551|gb|AAH94487|	 LOC432290 protein [Xenopus laevis]
gi|63101553|gb|AAH94491|	 MGC115321 protein [Xenopus laevis]
gi|63101630|gb|AAH94493|	 LOC397864 protein [Xenopus laevis]
gi|63102089|gb|AAH95919|	 MGC99291 protein [Xenopus laevis]
gi|63108250|gb|BAD98269|	 betaB1 crystallin [Xenopus laevis]
gi|63108302|gb|BAD98265|	 xSurvivin1A [Xenopus laevis]
gi|63108304|gb|BAD98266|	 xSurvivin2A [Xenopus laevis]
gi|63108306|gb|BAD98267|	 xEIAP [Xenopus laevis]
gi|63108308|gb|BAD98268|	 xXIAP [Xenopus laevis]
gi|63146260|gb|AAH95928|	 MGC114758 protein [Xenopus laevis]
gi|63146277|gb|AAH95923|	 Unknown (protein for MGC:115268) [Xenopus laevis]
gi|63146279|gb|AAH95927|	 LOC733239 protein [Xenopus laevis]
gi|63147358|gb|BAD98297|	 Werner helicase interacting protein 1 [Xenopus laevis]
gi|632500|gb|AAB50269|	 polyadenylation factor 64 kDa subunit [Xenopus laevis]
gi|632502|gb|AAA92684|	 transcription factor POU2 [Xenopus laevis]
gi|63332569|gb|AAY40356|	 MRF4a [Xenopus laevis]
gi|63332602|gb|AAY40357|	 MRF4b [Xenopus laevis]
gi|63409950|gb|AAY40865|	 Hic-5 [Xenopus laevis]
gi|639691|gb|BAA06440|	 HMG-X protein [Xenopus laevis]
gi|640049|gb|AAA92687|	 nicotinic acetylcholine receptor epsilon subunit precursor [Xenopus laevis]
gi|6406211|gb|BAA23874|	 Zic3 protein [Xenopus laevis]
gi|6407531|gb|BAA86865|	 mannose-binding protein-associated serine protease 2 [Xenopus laevis]
gi|6425135|gb|AAF08316|	 bZIP transcription factor mafB [Xenopus laevis]
gi|6429055|gb|BAA86869|	 mannose-binding protein-associated serine protease (MASP) [Xenopus laevis]
gi|643644|gb|AAC59745|	 poly(A) polymerase type 1 [Xenopus laevis]
gi|643646|gb|AAC59746|	 poly(A) polymerase type 2 [Xenopus laevis]
gi|643648|gb|AAC59747|	 poly(A) polymerase type 3 [Xenopus laevis]
gi|644770|gb|AAC59664|	 Wee1A kinase [Xenopus laevis]
gi|644782|gb|AAB63527|	 orthodenticle 2 [Xenopus laevis]
gi|6448644|gb|CAA57816|	 glycoprotein [Xenopus laevis]
gi|64489|gb|CAA79605|	 42Sp50 [Xenopus laevis]
gi|6449048|gb|AAF08791|	 zinc-finger transcription factor [Xenopus laevis]
gi|6449075|gb|AAF08809|	 synapsin I [Xenopus laevis]
gi|6449077|gb|AAF08810|	 synapsin IIa [Xenopus laevis]
gi|6449079|gb|AAF08811|	 synapsin IIIa [Xenopus laevis]
gi|64491|gb|CAA68783|	 unnamed protein product [Xenopus laevis]
gi|64494|gb|CAA68453|	 preproalbumin [Xenopus laevis]
gi|64496|gb|CAA33631|	 7B2 protein [Xenopus laevis]
gi|64499|gb|CAA35108|	 unnamed protein product [Xenopus laevis]
gi|64501|gb|CAA25615|	 vitellogenin (A1) [Xenopus laevis]
gi|64504|gb|CAA35107|	 unnamed protein product [Xenopus laevis]
gi|64507|gb|CAA27186|	 unnamed protein product [Xenopus laevis]
gi|64509|gb|CAA27187|	 unnamed protein product [Xenopus laevis]
gi|64511|gb|CAA30103|	 unnamed protein product [Xenopus laevis]
gi|64515|gb|CAA35109|	 acetylcholin receptor alpha subunit 1A [Xenopus laevis]
gi|64517|gb|CAA30105|	 unnamed protein product [Xenopus laevis]
gi|64521|gb|CAA30104|	 unnamed protein product [Xenopus laevis]
gi|64525|gb|CAA31041|	 alpha 3-actin [Xenopus laevis]
gi|64527|gb|CAA28979|	 unnamed protein product [Xenopus laevis]
gi|64529|gb|CAA28375|	 cardiac actin [Xenopus laevis]
gi|64531|gb|CAA44615|	 Peptidylhydroxyglycine N-C lyase [Xenopus laevis]
gi|64535|gb|CAA24695|	 alpha-globin [Xenopus laevis]
gi|64537|gb|CAA25712|	 unnamed protein product [Xenopus laevis]
gi|64539|gb|CAA26564|	 unnamed protein product [Xenopus laevis]
gi|64541|gb|CAA26565|	 unnamed protein product [Xenopus laevis]
gi|64543|gb|CAA26566|	 unnamed protein product [Xenopus laevis]
gi|64546|gb|CAA43576|	 alpha-non muscle tropomyosin [Xenopus laevis]
gi|64552|gb|CAA78718|	 apical protein [Xenopus laevis]
gi|64554|gb|CAA43577|	 alpha-skeletal tropomyosin [Xenopus laevis]
gi|64561|gb|CAA25617|	 vitellogenin (B2) [Xenopus laevis]
gi|64567|gb|CAA45251|	 blastomere cadherin [Xenopus laevis]
gi|6456872|gb|AAF09263|	 tyrosine phosphatase Cdc25A [Xenopus laevis]
gi|64569|gb|CAA34623|	 unnamed protein product [Xenopus laevis]
gi|64572|gb|CAA26915|	 unnamed protein product [Xenopus laevis]
gi|64574|gb|CAA24697|	 beta-globin [Xenopus laevis]
gi|64576|gb|CAA26914|	 unnamed protein product [Xenopus laevis]
gi|64578|gb|CAA25562|	 beta 1-globin [Xenopus laevis]
gi|64580|gb|CAA25713|	 beta-2 globin [Xenopus laevis]
gi|64582|gb|CAA38850|	 bone morphogenetic protein 2 (BMP-2) [Xenopus laevis]
gi|64584|gb|CAA45019|	 bone morphogenetic protein 2 [Xenopus laevis]
gi|64586|gb|CAA45018|	 bone morphogenetic protein 2 [Xenopus laevis]
gi|64588|gb|CAA45020|	 bone morphogenetic protein 4 [Xenopus laevis]
gi|64590|gb|CAA45836|	 protein 4 [Xenopus laevis]
gi|64592|gb|CAA45021|	 bone morphogenetic protein 7 [Xenopus laevis]
gi|64594|gb|CAA45412|	 thyrotropin-releasing hormone precursor [Xenopus laevis]
gi|64596|gb|CAA42582|	 Factor I C3b/C4b inactivator (serine protease) [Xenopus laevis]
gi|64598|gb|CAA25953|	 caerulein precursor fragment [Xenopus laevis]
gi|64600|gb|CAA26180|	 unnamed protein product [Xenopus laevis]
gi|64609|gb|CAA47866|	 calreticulin [Xenopus laevis]
gi|64611|gb|CAA47867|	 calreticulin [Xenopus laevis]
gi|64613|gb|CAA78751|	 S.pombe cdc21+ homologue [Xenopus laevis]
gi|64615|gb|CAA36919|	 X1-c-ets-1a protein [Xenopus laevis]
gi|64617|gb|CAA36918|	 unnamed protein product [Xenopus laevis]
gi|64619|gb|CAA36124|	 X1-c-ets-2a protein (partial) (352 AA) [Xenopus laevis]
gi|64621|gb|CAA36860|	 X1-c-ets-2b protein [Xenopus laevis]
gi|64623|gb|CAA46348|	 CFTR [Xenopus laevis]
gi|64626|gb|CAA32587|	 unnamed protein product [Xenopus laevis]
gi|64630|gb|CAA44239|	 Beta subunit of casein kinase II [Xenopus laevis]
gi|64632|gb|CAA78620|	 XLCL1 [Xenopus laevis]
gi|64634|gb|CAA37753|	 c-myc [Xenopus laevis]
gi|64636|gb|CAA40195|	 c-myc I [Xenopus laevis]
gi|6463727|gb|BAA86956|	 20S proteasome alpha 4 subunit [Xenopus laevis]
gi|64639|gb|CAA40196|	 c-myc II [Xenopus laevis]
gi|64641|gb|CAA40194|	 MYC II [Xenopus laevis]
gi|64643|gb|CAA44806|	 Coup transcription factor [Xenopus laevis]
gi|64645|gb|CAA37775|	 unnamed protein product [Xenopus laevis]
gi|64647|gb|CAA34602|	 Cu-Zn superoxide dismutase C-terminal fragment (150AA) [Xenopus laevis]
gi|64649|gb|CAA42088|	 D2 dopamine receptor [Xenopus laevis]
gi|64651|gb|CAA32068|	 unnamed protein product [Xenopus laevis]
gi|64653|gb|CAA34740|	 desmin [Xenopus laevis]
gi|64655|gb|CAA39027|	 elongation factor 1-alpha [Xenopus laevis]
gi|64657|gb|CAA37168|	 unnamed protein product [Xenopus laevis]
gi|64659|gb|CAA37169|	 elongation factor 1-alpha (454 AA) [Xenopus laevis]
gi|64662|gb|CAA49418|	 elogation factor 1 beta [Xenopus laevis]
gi|6466210|gb|AAF12827|	 circadian rhythmicity protein CLOCK [Xenopus laevis]
gi|64664|gb|CAA44367|	 elongation factor 1 gamma [Xenopus laevis]
gi|64666|gb|CAA32443|	 Eg1 [Xenopus laevis]
gi|64668|gb|CAA47313|	 elongation factor 1 delta [Xenopus laevis]
gi|6467124|gb|BAA86962|	 20S proteasome alpha 4 subunit [Xenopus laevis]
gi|64672|gb|CAA44723|	 En-2 [Xenopus laevis]
gi|64674|gb|CAA44724|	 En-2 [Xenopus laevis]
gi|64680|gb|CAA68706|	 unnamed protein product [Xenopus laevis]
gi|64682|gb|CAA45252|	 EP-cadherin [Xenopus laevis]
gi|64684|gb|CAA46007|	 transcription factor LFB1 /HNF1 [Xenopus laevis]
gi|64686|gb|CAA46008|	 transcription factor LFB1 /HNF1 [Xenopus laevis]
gi|64691|gb|CAA35760|	 unnamed protein product [Xenopus laevis]
gi|64693|gb|CAA44479|	 embryonic Fibroblast growth factor [Xenopus laevis]
gi|64695|gb|CAA46758|	 fibroblast growth factor receptor-2 [Xenopus laevis]
gi|64702|gb|CAA36435|	 fyn [Xenopus laevis]
gi|64704|gb|CAA33321|	 unnamed protein product [Xenopus laevis]
gi|64706|gb|CAA48322|	 Activin A subunit [Xenopus laevis]
gi|64708|gb|CAA39569|	 alpha-subunit of G-protein, type G-alpha-i-1. [Xenopus laevis]
gi|64710|gb|CAA39570|	 alpha-subunit of G-protein, type G-alpha-i-3 [Xenopus laevis]
gi|64712|gb|CAA68745|	 unnamed protein product [Xenopus laevis]
gi|64714|gb|CAA39571|	 alpha-subunit of G-protein, (G-alpha-s) [Xenopus laevis]
gi|64716|gb|CAA31694|	 gelsolin (AA=417) [Xenopus laevis]
gi|64718|gb|CAA32746|	 growth hormone A [Xenopus laevis]
gi|64720|gb|CAA32747|	 growth hormone B [Xenopus laevis]
gi|64723|gb|CAA32472|	 alpha(I)-globin [Xenopus laevis]
gi|64725|gb|CAA32474|	 alpha(I)-globin [Xenopus laevis]
gi|6472645|gb|BAA87059|	 champignon [Xenopus laevis]
gi|64727|gb|CAA30156|	 unnamed protein product [Xenopus laevis]
gi|64729|gb|CAA49351|	 glutathione synthase [Xenopus laevis]
gi|64731|gb|CAA32784|	 unnamed protein product [Xenopus laevis]
gi|64733|gb|CAA28842|	 unnamed protein product [Xenopus laevis]
gi|64735|gb|CAA33637|	 xlgv7 gene product [Xenopus laevis]
gi|64737|gb|CAA32067|	 unnamed protein product [Xenopus laevis]
gi|64741|gb|CAA31019|	 unnamed protein product [Xenopus laevis]
gi|64742|gb|CAA31020|	 unnamed protein product [Xenopus laevis]
gi|64744|gb|CAA31021|	 unnamed protein product [Xenopus laevis]
gi|64748|gb|CAA29814|	 unnamed protein product [Xenopus laevis]
gi|64750|gb|CAA29815|	 X1Hbox2 homeobox-less protein [Xenopus laevis]
gi|6475043|gb|BAA87323|	 Xbtg1 [Xenopus laevis]
gi|64762|gb|CAA28419|	 unnamed protein product [Xenopus laevis]
gi|64765|gb|CAA25042|	 H4 histone [Xenopus laevis]
gi|64768|gb|CAA26809|	 unnamed protein product [Xenopus laevis]
gi|64769|gb|CAA26810|	 unnamed protein product [Xenopus laevis]
gi|64770|gb|CAA26811|	 unnamed protein product [Xenopus laevis]
gi|64771|gb|CAA26812|	 unnamed protein product [Xenopus laevis]
gi|64772|gb|CAA26813|	 unnamed protein product [Xenopus laevis]
gi|64773|gb|CAA26814|	 unnamed protein product [Xenopus laevis]
gi|64775|gb|CAA26815|	 unnamed protein product [Xenopus laevis]
gi|64776|gb|CAA26816|	 unnamed protein product [Xenopus laevis]
gi|64777|gb|CAA26817|	 unnamed protein product [Xenopus laevis]
gi|64778|gb|CAA26818|	 unnamed protein product [Xenopus laevis]
gi|64779|gb|CAA26819|	 unnamed protein product [Xenopus laevis]
gi|64781|gb|CAA26890|	 unnamed protein product [Xenopus laevis]
gi|64783|gb|CAA41574|	 homeobox containing peptide Xhox 7.1 [Xenopus laevis]
gi|64785|gb|CAA41573|	 homeobox containing peptide Hhox7.1' [Xenopus laevis]
gi|64787|gb|CAA26347|	 unnamed protein product [Xenopus laevis]
gi|64790|gb|CAA41030|	 heat shock protein 30C [Xenopus laevis]
gi|64792|gb|CAA41031|	 heat shock protein 30D [Xenopus laevis]
gi|64794|gb|CAA41032|	 heat shock protein 30E [Xenopus laevis]
gi|64796|gb|CAA25576|	 hsp 70 protein [Xenopus laevis]
gi|64798|gb|CAA24698|	 immunoglobulin heavy chain [Xenopus laevis]
gi|64811|gb|CAA68452|	 Ig H chain variable region (VH1) [Xenopus laevis]
gi|64814|gb|CAA40191|	 variable region family XI [Xenopus laevis]
gi|64816|gb|CAA40184|	 variable region family IV [Xenopus laevis]
gi|64818|gb|CAA40185|	 variable region family V [Xenopus laevis]
gi|64820|gb|CAA40186|	 variable region family VI [Xenopus laevis]
gi|64822|gb|CAA40187|	 variable region family VII [Xenopus laevis]
gi|64824|gb|CAA40188|	 variable region family VIII [Xenopus laevis]
gi|64826|gb|CAA40189|	 variable region family IX [Xenopus laevis]
gi|64828|gb|CAA32027|	 Ig heavy chain [Xenopus laevis]
gi|64830|gb|CAA45353|	 homeobox protein [Xenopus laevis]
gi|64846|gb|CAA33048|	 pre-IgM VH-region (AA -18 to 119) [Xenopus laevis]
gi|64854|gb|CAA46486|	 inositol monophosphatase [Xenopus laevis]
gi|64856|gb|CAA46341|	 int-2 [Xenopus laevis]
gi|64858|gb|CAA28374|	 keratin [Xenopus laevis]
gi|64861|gb|CAA31223|	 unnamed protein product [Xenopus laevis]
gi|64864|gb|CAA68372|	 XK endo B keratin [Xenopus laevis]
gi|64867|gb|CAA26654|	 type II cytokeratin [Xenopus laevis]
gi|64870|gb|CAA37950|	 kinesine [Xenopus laevis]
gi|64872|gb|CAA37336|	 K-ras [Xenopus laevis]
gi|64874|gb|CAA48715|	 La protein form A [Xenopus laevis]
gi|64876|gb|CAA48716|	 La protein form B [Xenopus laevis]
gi|64878|gb|CAA29652|	 unnamed protein product [Xenopus laevis]
gi|64880|gb|CAA31567|	 unnamed protein product [Xenopus laevis]
gi|64882|gb|CAA29651|	 unnamed protein product [Xenopus laevis]
gi|64884|gb|CAA38033|	 lamin LII [Xenopus laevis]
gi|64886|gb|CAA49474|	 L-arginase [Xenopus laevis]
gi|64892|gb|CAA49177|	 metallothionein [Xenopus laevis]
gi|64894|gb|CAA42482|	 MAP kinase [Xenopus laevis]
gi|64899|gb|CAA41976|	 mitochondrial DNA specific single-stranded DNA binding protein (mt-SSB) [Xenopus laevis]
gi|64901|gb|CAA46694|	 muscarinic receptor, M4 subtype [Xenopus laevis]
gi|64903|gb|CAA32911|	 unnamed protein product [Xenopus laevis]
gi|64905|gb|CAA32912|	 unnamed protein product [Xenopus laevis]
gi|64907|gb|CAA34232|	 unnamed protein product [Xenopus laevis]
gi|64909|gb|CAA35948|	 nuclear actin-binding protein chain a [Xenopus laevis]
gi|64911|gb|CAA40867|	 N-cadherin [Xenopus laevis]
gi|64913|gb|CAA42229|	 CAAT-box DNA binding protein subunit B (NF-YB) [Xenopus laevis]
gi|64915|gb|CAA39249|	 nerve growth factor prepropeptide [Xenopus laevis]
gi|64917|gb|CAA50031|	 NGFI-B [Xenopus laevis]
gi|6491856|gb|CAB61894|	 Microtubule Associated Protein 215 kDa (XMAP215) [Xenopus laevis]
gi|64919|gb|CAA39511|	 NO38 [Xenopus laevis]
gi|6492344|gb|AAF14288|	 clathrin assembly protein AP180 [Xenopus laevis]
gi|64925|gb|CAA29046|	 unnamed protein product [Xenopus laevis]
gi|64927|gb|CAA38492|	 Xl-pou protein [Xenopus laevis]
gi|64931|gb|CAA38495|	 Xl-pou protein [Xenopus laevis]
gi|64937|gb|CAA44805|	 nucleolin [Xenopus laevis]
gi|64940|gb|CAA28460|	 unnamed protein product [Xenopus laevis]
gi|64952|gb|CAA40454|	 maternal transcription factor [Xenopus laevis]
gi|64954|gb|CAA39760|	 ornithine decarboxylase [Xenopus laevis]
gi|64956|gb|CAA48321|	 Proline rich protein [Xenopus laevis]
gi|64958|gb|CAA31689|	 unnamed protein product [Xenopus laevis]
gi|64960|gb|CAA37915|	 unnamed protein product [Xenopus laevis]
gi|64962|gb|CAA28821|	 unnamed protein product [Xenopus laevis]
gi|64964|gb|CAA46952|	 p70 S6 kinase [Xenopus laevis]
gi|64966|gb|CAA38146|	 p97 subunit of 15S Mg(2+)- ATPase [Xenopus laevis]
gi|64970|gb|CAA40721|	 polyA binding protein [Xenopus laevis]
gi|64972|gb|CAA47118|	 convertase PC2 [Xenopus laevis]
gi|64974|gb|CAA35583|	 unnamed protein product [Xenopus laevis]
gi|64984|gb|CAA46290|	 pintallavis [Xenopus laevis]
gi|64986|gb|CAA79582|	 myelin proteolipid protein (PLP) [Xenopus laevis]
gi|64990|gb|CAA42012|	 proopiomelanocortin-B [Xenopus laevis]
gi|65005|gb|CAA27460|	 unnamed protein product [Xenopus laevis]
gi|65012|gb|CAA27466|	 unnamed protein product [Xenopus laevis]
gi|65021|gb|CAA46047|	 POU domain protein [Xenopus laevis]
gi|65024|gb|CAA44593|	 proteasome beta subunit [Xenopus laevis]
gi|65026|gb|CAA25963|	 prepro-PGLa [Xenopus laevis]
gi|65028|gb|CAA31407|	 unnamed protein product [Xenopus laevis]
gi|65030|gb|CAA78999|	 transcription factor IIF subunit [Xenopus laevis]
gi|6503025|gb|AAF14553|	 SCF complex protein [Xenopus laevis]
gi|6503027|gb|AAF14554|	 F-box protein 26 [Xenopus laevis]
gi|6503029|gb|AAF14555|	 F-box leucine-rich repeat protein 13 [Xenopus laevis]
gi|6503031|gb|AAF14556|	 F-box protein 27 [Xenopus laevis]
gi|6503033|gb|AAF14557|	 F-box leucine-rich repeat protein 5 [Xenopus laevis]
gi|6503035|gb|AAF14558|	 F-box protein 28 [Xenopus laevis]
gi|65032|gb|CAA42039|	 retinoc acid receptor gamma B [Xenopus laevis]
gi|65045|gb|CAA24699|	 ribosomal protein L1 [Xenopus laevis]
gi|65047|gb|CAA24700|	 ribosomal protein L14 [Xenopus laevis]
gi|65049|gb|CAA24701|	 unnamed protein product [Xenopus laevis]
gi|65051|gb|CAA24702|	 ribosomal protein S1 [Xenopus laevis]
gi|65054|gb|CAA24704|	 ribsomal protein S19 [Xenopus laevis]
gi|65055|gb|CAA24705|	 unnamed protein product [Xenopus laevis]
gi|6505671|gb|BAA87862|	 PCM-1 [Xenopus laevis]
gi|65060|gb|CAA40605|	 ATP dependent RNA helicase [Xenopus laevis]
gi|65064|gb|CAA38849|	 ribosomal protein L32 [Xenopus laevis]
gi|65066|gb|CAA47665|	 replication protein A (RPA) [Xenopus laevis]
gi|65068|gb|CAA28689|	 ribosomal protein L14 [Xenopus laevis]
gi|65070|gb|CAA29570|	 unnamed protein product [Xenopus laevis]
gi|65082|gb|CAA28843|	 unnamed protein product [Xenopus laevis]
gi|65091|gb|CAA40592|	 ribosomal protein S1a [Xenopus laevis]
gi|65097|gb|CAA68806|	 skin granule preprotein (AA -26 to 187) [Xenopus laevis]
gi|65101|gb|CAA48642|	 c-ski [Xenopus laevis]
gi|65104|gb|CAA40028|	 42Sp48 [Xenopus laevis]
gi|65106|gb|CAA40029|	 42Sp48 [Xenopus laevis]
gi|65108|gb|CAA44350|	 SPARC protein [Xenopus laevis]
gi|65110|gb|CAA39832|	 serum response factor [Xenopus laevis]
gi|65129|gb|CAA44668|	 TFIIB [Xenopus laevis]
gi|65131|gb|CAA78505|	 transcription factor IIE [Xenopus laevis]
gi|65133|gb|CAA78245|	 transcription factor TFIIE-beta [Xenopus laevis]
gi|65135|gb|CAA78835|	 transcription factor RAP30 [Xenopus laevis]
gi|65137|gb|CAA36116|	 prepro-polypeptide [Xenopus laevis]
gi|65142|gb|CAA35252|	 unnamed protein product [Xenopus laevis]
gi|65144|gb|CAA36488|	 tropomyosin [Xenopus laevis]
gi|65149|gb|CAA46832|	 transcription factor [Xenopus laevis]
gi|65151|gb|CAA25345|	 prepro-TRH [Xenopus laevis]
gi|65159|gb|CAA38396|	 precursor peptide [Xenopus laevis]
gi|65163|gb|CAA37538|	 unnamed protein product [Xenopus laevis]
gi|65165|gb|CAA30093|	 alpha-tubulin [Xenopus laevis]
gi|65167|gb|CAA30094|	 unnamed protein product [Xenopus laevis]
gi|65169|gb|CAA33798|	 unnamed protein product [Xenopus laevis]
gi|65179|gb|CAA30972|	 U1 70K [Xenopus laevis]
gi|65181|gb|CAA41021|	 U1 A protein [Xenopus laevis]
gi|65183|gb|CAA26420|	 unnamed protein product [Xenopus laevis]
gi|65184|gb|CAA26421|	 unnamed protein product [Xenopus laevis]
gi|65190|gb|CAA40487|	 upstream binding factor 1 [Xenopus laevis]
gi|65201|gb|CAA40794|	 RNA polymerase I transcription factor [Xenopus laevis]
gi|65203|gb|CAA79530|	 SRF-related protein [Xenopus laevis]
gi|65205|gb|CAA79531|	 SRF-related protein [Xenopus laevis]
gi|65207|gb|CAA34741|	 vimentin (Vim1) [Xenopus laevis]
gi|65209|gb|CAA34742|	 vimentin (Vim4) [Xenopus laevis]
gi|65217|gb|CAA37818|	 XA-1 product [Xenopus laevis]
gi|65221|gb|CAA49768|	 xanf-1 [Xenopus laevis]
gi|65224|gb|CAA47381|	 DNA binding protein E12 [Xenopus laevis]
gi|65234|gb|CAA29425|	 unnamed protein product [Xenopus laevis]
gi|6523550|gb|CAB62281|	 adenosine A1 receptor [Xenopus laevis]
gi|6523552|gb|CAB62282|	 lysophosphatidic acid receptor [Xenopus laevis]
gi|6523554|gb|CAB62283|	 lysophosphatidic acid receptor [Xenopus laevis]
gi|6523556|gb|CAB62284|	 luteinizing hormone receptor [Xenopus laevis]
gi|6523558|gb|CAB62285|	 follicle stimulating hormone receptor [Xenopus laevis]
gi|65236|gb|CAA31528|	 int-1 preprotein (AA -19 to 352) [Xenopus laevis]
gi|65241|gb|CAA28496|	 keratin A1 [Xenopus laevis]
gi|65243|gb|CAA28497|	 keratin B1 [Xenopus laevis]
gi|65245|gb|CAA28498|	 keratin B2 [Xenopus laevis]
gi|65248|gb|CAA40062|	 myogenic factor Xmyf-5 [Xenopus laevis]
gi|6525041|gb|AAF15300|	 phosphoinositide 3 kinase catalytic subunit [Xenopus laevis]
gi|65253|gb|CAA47463|	 X-plakoglobin [Xenopus laevis]
gi|65255|gb|CAA41397|	 Xpo [Xenopus laevis]
gi|65257|gb|CAA37528|	 unnamed protein product [Xenopus laevis]
gi|65259|gb|CAA35890|	 unnamed protein product [Xenopus laevis]
gi|65265|gb|CAA42523|	 a xenopus upstream binding factor [Xenopus laevis]
